"","suminc_before_application","default_option","quarter_ofyear","children","years_education","totweeksbenefits26","totincome26","age","benefits_wk13","location","female","partner","totweekswage26","benefits_wk26","searchperiod"
"1245",26.671129,"normal",1,0,13,26,6303.6797,34,1,"Centrum/Oost",0,0,18,1,0
"1248",37.561382,"normal",1,0,6,16,8013.1504,42,1,"Centrum/Oost",1,0,26,0,0
"1249",27.893175,"never",4,0,11.5,26,4754.2925,34,1,"Zuid/West",0,0,0,1,0
"1250",35.699116,"normal",3,0,13,26,5536.1587,43,1,"Zuid/West",1,0,0,1,1
"1251",83.677681,"never",1,0,15,22,8236.9932,42,1,"Zuid/West",0,0,6,0,0
"1252",90.383163,"normal",3,0,15,0,19003.646,37,0,"Zuid/West",1,0,24,0,1
"1253",13.053668,"never",4,0,15,26,6782.5107,43,1,"Zuid/West",0,0,26,1,0
"1254",47.804558,"never",4,0,16.5,22,4964.2856,35,1,"Zuid/West",1,0,6,0,0
"1255",47.278271,"normal",3,0,13,0,8855.8848,29,0,"Zuid/West",1,0,26,0,1
"1256",36.979866,"normal",4,0,13,26,5384.4004,36,1,"Zuid/West",1,0,0,1,1
"1258",7.5875916,"never",4,0,15,19,5256.8506,32,1,"Zuid/West",0,0,5,0,0
"1259",38.408627,"normal",3,0,10,1,11263.729,47,0,"Zuid/West",1,0,24,0,1
"1260",25.762917,"normal",2,0,13,1,982.21454,32,0,"Zuid/West",0,0,5,0,1
"1261",17.746923,"normal",3,0,16.5,0,15919.861,50,0,"Zuid/West",0,0,21,0,1
"1262",41.975311,"normal",3,0,15,26,5529.7563,36,1,"Zuid/West",0,0,0,1,1
"1263",48.286407,"never",1,0,16.5,26,5709.0498,49,1,"Zuid/West",0,0,1,1,0
"1265",44.171593,"normal",3,0,15,10,6416.7246,28,0,"Zuid/West",1,0,17,0,1
"1266",35.40477,"never",4,0,13,8,6365.9761,28,0,"Zuid/West",0,0,26,0,0
"1267",50.091225,"never",3,0,16.5,23,8260.2451,30,1,"Zuid/West",1,0,10,0,0
"1268",37.381767,"never",4,0,13,26,5306.9653,28,1,"Zuid/West",0,0,0,1,0
"1269",24.476158,"normal",2,0,16.5,26,4528.7632,28,1,"Zuid/West",0,0,0,1,1
"1270",14.143454,"never",4,0,15,0,0,49,0,"Zuid/West",0,0,0,0,0
"1271",52.039135,"normal",3,0,15,0,16993.65,29,0,"Zuid/West",0,0,22,0,1
"1272",23.478313,"never",3,0,15,26,6766.3345,44,1,"Zuid/West",1,0,1,1,0
"1273",23.863636,"never",2,0,10,26,4652.8716,29,1,"Zuid/West",0,0,0,1,0
"1274",21.588326,"never",3,0,11.5,7,1765.9298,29,0,"Zuid/West",0,0,2,0,0
"1275",7.014328,"normal",1,0,13,0,234.97873,47,0,"Zuid/West",1,1,0,0,0
"1276",48.952866,"normal",4,1,10,9,6538.1572,52,0,"Zuid/West",1,1,18,0,0
"1277",23.908882,"normal",2,0,11.5,26,6914.4014,35,1,"Zuid/West",1,0,0,1,0
"1278",37.309944,"normal",1,0,10,26,8174.1807,34,1,"Zuid/West",0,1,24,1,0
"1279",12.024593,"normal",1,1,13,0,11603.426,31,0,"Zuid/West",0,1,26,0,0
"1280",15.434971,"normal",4,1,NA,9,6053.1426,46,0,"Zuid/West",0,1,26,0,0
"1281",29.826487,"normal",1,0,10,26,5457.2583,45,1,"Zuid/West",0,0,0,1,0
"1282",1,"normal",4,0,10,0,0,44,0,"Zuid/West",0,0,0,0,0
"1283",40.223625,"normal",4,0,15,18,9947.3047,33,1,"Zuid/West",1,0,9,0,0
"1284",13.597011,"normal",4,0,15,26,5238.7676,46,1,"Zuid/West",0,0,0,1,0
"1285",49.321247,"never",3,0,11.5,22,5015.5332,49,1,"Zuid/West",0,0,9,1,0
"1286",1,"normal",4,0,15,26,5355.6943,45,1,"Zuid/West",0,0,0,1,0
"1287",33.613541,"never",2,0,15,23,3161.6816,29,1,"Zuid/West",1,0,3,0,0
"1288",26.063368,"normal",4,0,15,22,6478.082,33,1,"Zuid/West",1,0,7,0,0
"1289",0,"never",3,0,15,26,5589.687,28,1,"Zuid/West",1,0,0,1,0
"1290",9.4035835,"normal",2,0,15,26,5536.0283,53,1,"Zuid/West",0,0,0,1,0
"1291",31.724831,"normal",4,0,13,26,5397.7119,31,1,"Zuid/West",0,0,0,1,0
"1292",24.058315,"normal",1,0,10,0,2036.5203,53,0,"Zuid/West",0,0,16,0,0
"1293",2.8295199,"normal",2,0,13,26,4998.1846,28,1,"Zuid/West",0,0,2,1,1
"1294",39.642815,"normal",2,0,13,7,0,39,0,"Centrum/Oost",0,0,0,1,1
"1295",1.26460895,"normal",3,1,15,0,7331.6045,30,0,"Centrum/Oost",1,0,14,0,0
"1297",55.003708,"normal",1,0,11.5,9,8731.6865,49,1,"Centrum/Oost",0,0,18,0,0
"1298",48.811134,"normal",3,0,15,26,5548.4019,33,1,"Centrum/Oost",0,0,0,1,1
"1299",6.2210164,"normal",3,0,16.5,26,4799.7441,30,1,"Centrum/Oost",1,0,11,1,1
"1300",34.284924,"normal",3,0,10,26,4922.4326,29,1,"Centrum/Oost",0,0,0,1,0
"1301",44.711266,"normal",4,0,6,6,8337.2197,49,0,"Centrum/Oost",0,0,20,0,1
"1302",29.121164,"normal",1,0,13,20,9960.082,35,1,"Centrum/Oost",0,0,18,0,1
"1303",48.33823,"normal",1,0,6,26,5557.019,37,1,"Centrum/Oost",0,0,0,1,1
"1304",1.079949997,"normal",3,0,10,0,0,34,0,"Centrum/Oost",0,0,0,0,0
"1305",40.329205,"normal",1,0,15,8,7452.1787,51,0,"Centrum/Oost",1,0,26,0,1
"1306",44.59301,"normal",2,0,15,0,10653.285,39,0,"Centrum/Oost",1,0,0,0,1
"1307",1,"normal",3,0,6,26,7071.3721,41,1,"Centrum/Oost",0,1,8,1,0
"1308",9.5091925,"normal",3,0,15,26,5422.1182,39,1,"Centrum/Oost",0,0,0,1,0
"1309",1,"normal",3,0,16.5,0,0,32,0,"Centrum/Oost",0,0,0,0,0
"1310",31.648075,"normal",1,0,13,4,3391.2285,49,0,"Centrum/Oost",0,0,11,0,1
"1311",24.416218,"normal",3,0,15,2,1057.3064,44,0,"Centrum/Oost",1,0,0,0,0
"1312",31.616432,"normal",1,0,11.5,26,6492.1938,41,1,"Centrum/Oost",0,0,26,1,0
"1313",63.55291,"normal",1,0,16.5,0,24247.088,47,0,"Centrum/Oost",1,0,26,0,0
"1314",33.892349,"normal",2,0,10,25,10174.816,37,1,"Centrum/Oost",0,0,3,1,0
"1315",3.1385572,"normal",3,0,15,26,5420.0649,47,1,"Centrum/Oost",0,0,0,1,0
"1316",41.832497,"normal",3,0,13,26,5420.5386,38,1,"Centrum/Oost",1,0,0,1,0
"1317",27.617477,"normal",4,0,11.5,0,3700.2009,28,0,"Centrum/Oost",1,0,26,0,1
"1318",44.841358,"normal",3,1,6,0,476.63617,52,0,"Centrum/Oost",0,1,0,0,0
"1319",33.232456,"normal",3,0,6,25,5763.6802,34,1,"Centrum/Oost",1,0,9,1,0
"1320",32.307024,"normal",4,0,10,0,2473.2683,42,0,"Centrum/Oost",1,0,0,0,1
"1321",5.2509403,"normal",4,0,11.5,0,0,45,0,"Centrum/Oost",1,0,0,0,1
"1322",40.240921,"normal",1,0,10,24,4504.4956,55,1,"Centrum/Oost",1,0,0,1,0
"1323",4.3423796,"normal",3,0,11.5,26,5423.0103,56,1,"Centrum/Oost",0,0,0,1,1
"1324",41.411987,"normal",4,0,13,26,6141.668,28,1,"Centrum/Oost",0,0,22,1,1
"1325",75.620567,"normal",4,0,15,0,14401.477,31,0,"Centrum/Oost",0,0,23,0,1
"1326",73.857269,"normal",2,0,13,26,7652.9414,31,1,"Centrum/Oost",1,0,8,1,0
"1327",9.6768446,"normal",4,0,11.5,26,9163.46,50,1,"Centrum/Oost",0,1,0,1,0
"1328",54.463013,"normal",1,0,6,26,6366.0249,38,1,"Centrum/Oost",0,0,2,1,0
"1329",1.54820532,"normal",2,0,16.5,0,0,31,0,"Centrum/Oost",1,0,0,0,1
"1330",15.665163,"normal",4,0,15,0,1582.2024,28,0,"Centrum/Oost",1,0,23,0,1
"1331",7.0718546,"normal",1,0,6,26,1519.7092,36,1,"Centrum/Oost",0,0,26,1,0
"1332",21.279325,"normal",4,0,11.5,26,5398.9775,62,1,"Centrum/Oost",0,0,0,1,1
"1333",15.450442,"normal",3,0,6,26,6193.5083,31,1,"Centrum/Oost",0,0,19,1,0
"1334",29.162981,"normal",3,1,10,26,7455.1504,34,1,"Centrum/Oost",1,0,13,1,0
"1335",34.61763,"normal",3,0,10,21,5884.3018,35,1,"Centrum/Oost",0,0,0,1,0
"1336",55.14402,"normal",1,0,11.5,0,8717.1572,49,0,"Centrum/Oost",0,0,18,0,0
"1337",48.483089,"normal",4,0,13,0,3015.8682,61,0,"Centrum/Oost",1,0,26,0,1
"1338",47.01823,"normal",3,0,11.5,26,12117.551,43,1,"Centrum/Oost",1,0,0,1,0
"1339",13.659329,"normal",4,0,16.5,4,5652.374,34,0,"Centrum/Oost",1,0,26,0,1
"1341",1,"normal",2,0,15,8,1693.173,33,0,"Zuid/West",0,0,0,0,0
"1342",56.97588,"normal",2,0,15,25,7471.7358,49,1,"Zuid/West",0,0,5,1,0
"1343",50.337112,"never",3,0,15,23,9086.5586,52,1,"Zuid/West",0,0,25,0,0
"1344",1,"normal",4,1,11.5,25,7787.6606,34,1,"Zuid/West",0,1,0,1,0
"1345",64.322887,"normal",3,0,15,12,10862.81,33,0,"Nieuw-West",0,0,14,0,0
"1346",17.938173,"normal",3,0,10,26,4818.4331,40,1,"Nieuw-West",0,0,5,1,1
"1347",41.56918,"normal",2,0,11.5,24,8797.5498,41,1,"Nieuw-West",0,0,21,1,1
"1348",12.322338,"normal",1,0,6,14,6362.2935,28,0,"Nieuw-West",0,0,19,1,1
"1349",14.787985,"normal",3,0,11.5,26,4756.2554,52,1,"Nieuw-West",0,0,0,1,0
"1350",58.453003,"normal",1,0,15,26,5741.1206,36,1,"Nieuw-West",1,0,0,1,0
"1351",6.7859149,"normal",3,0,10,26,5969.3252,28,1,"Nieuw-West",0,0,26,1,0
"1352",37.991776,"normal",1,0,10,12,11694.78,42,0,"Nieuw-West",0,1,19,0,0
"1353",29.269236,"normal",3,0,11.5,7,7820.7915,28,0,"Nieuw-West",1,0,26,0,0
"1354",2.81952,"normal",2,0,6,26,6820.6743,32,1,"Nieuw-West",1,1,0,1,0
"1355",27.257206,"normal",3,0,13,6,8203.6846,45,0,"Nieuw-West",0,0,23,0,1
"1356",45.421009,"normal",2,0,6,26,5936.0708,36,1,"Nieuw-West",0,0,0,1,1
"1357",0,"never",2,1,10,26,6264.8223,48,1,"Nieuw-West",0,1,0,1,0
"1358",41.877209,"normal",2,0,6,1,9565.3203,29,0,"Nieuw-West",0,0,26,0,0
"1359",1.61438996,"normal",2,0,10,26,4651.4058,30,1,"Nieuw-West",0,0,0,1,0
"1360",44.505535,"normal",1,0,10,2,10003.375,36,0,"Nieuw-West",0,0,26,0,1
"1361",42.353416,"normal",1,1,13,0,4739.1289,31,0,"Nieuw-West",1,0,0,0,1
"1362",46.179455,"normal",2,0,6,23,6178.6567,36,1,"Nieuw-West",0,0,0,1,1
"1363",30.342058,"normal",2,0,13,26,4783.7964,44,1,"Nieuw-West",0,0,0,1,1
"1364",1,"normal",2,0,13,26,5629.3911,35,1,"Nieuw-West",1,0,0,1,1
"1366",77.632545,"normal",1,0,13,26,0,36,1,"Nieuw-West",1,0,0,1,0
"1367",6.4966178,"normal",3,0,16.5,0,0,30,0,"Nieuw-West",0,0,0,0,1
"1368",42.36924,"normal",3,0,NA,15,10467.388,41,1,"Nieuw-West",1,0,10,0,0
"1369",45.933392,"never",3,0,16.5,3,13400.59,34,0,"Zuid/West",0,0,26,0,0
"1370",52.838127,"never",4,1,15,23,4046.3203,49,1,"Zuid/West",1,0,1,1,0
"1371",18.342329,"never",2,0,10,0,10149.486,28,0,"Zuid/West",0,1,22,0,0
"1372",8.6359806,"never",4,0,15,18,2703.2937,37,1,"Zuid/West",0,0,0,0,0
"1373",77.799591,"never",4,0,15,21,5546.6123,39,1,"Zuid/West",0,0,5,0,0
"1374",9.4175425,"never",1,1,15,26,7947.2915,32,1,"Zuid/West",0,1,0,1,0
"1375",15.350814,"never",1,0,15,26,6422.5908,41,1,"Zuid/West",0,0,4,1,0
"1376",21.979,"never",4,0,16.5,10,5371.6733,30,0,"Zuid/West",0,0,15,0,0
"1377",43.898151,"normal",1,0,13,1,13815.775,44,0,"Zuid/West",0,0,26,0,0
"1378",53.589706,"never",2,0,13,26,5583.7021,31,1,"Zuid/West",0,0,0,1,0
"1379",35.033504,"normal",1,0,11.5,16,9429.8281,46,1,"Zuid/West",0,0,13,0,0
"1380",52.55899,"never",4,0,16.5,13,12249.604,28,1,"Zuid/West",0,0,13,0,0
"1381",40.942699,"never",4,0,11.5,26,5548.6519,37,1,"Zuid/West",1,0,0,1,0
"1382",0.23435569,"never",1,0,11.5,26,5445.7065,49,1,"Zuid/West",0,0,0,1,0
"1383",1.2433962,"never",4,0,15,18,5246.2729,32,1,"Zuid/West",1,0,9,0,0
"1384",14.314765,"never",2,0,16.5,26,4825.1963,28,1,"Zuid/West",0,0,0,1,0
"1385",47.802158,"never",4,0,13,24,5280.0049,45,1,"Zuid/West",0,0,5,1,0
"1386",44.256016,"never",4,0,11.5,26,4612.2085,45,1,"Zuid/West",0,0,0,1,0
"1387",1.57709348,"normal",1,0,16.5,0,17669.59,29,0,"Zuid/West",1,0,26,0,0
"1388",33.492226,"never",4,0,6,6,7048.3545,29,0,"Zuid/West",0,0,24,0,0
"1389",67.593643,"never",4,0,15,23,7762.2861,51,1,"Zuid/West",1,0,13,1,0
"1390",10.853339,"never",1,0,15,26,5407.3232,40,1,"Zuid/West",1,0,0,1,0
"1391",1,"normal",1,1,10,0,0,41,0,"Zuid/West",0,0,0,0,0
"1394",28.767435,"normal",1,0,13,26,4864.2681,28,1,"Zuid/West",0,0,3,1,1
"1395",12.068564,"never",2,0,10,26,6673.3306,34,1,"Zuid/West",1,0,17,1,0
"1396",11.570255,"never",2,0,16.5,26,5750.855,45,1,"Zuid/West",0,0,3,1,0
"1397",12.216556,"never",2,1,15,0,8829.8154,40,0,"Zuid/West",1,1,22,0,0
"1398",29.101063,"never",2,1,16.5,24,5581.4043,35,1,"Zuid/West",1,0,15,1,0
"1400",1.8327128,"never",1,0,10,26,0,40,1,"Zuid/West",1,0,0,1,0
"1401",29.199778,"never",2,1,10,0,3499.8477,41,0,"Zuid/West",0,1,19,0,0
"1402",54.986534,"never",1,0,16.5,10,12370.131,28,0,"Zuid/West",0,0,18,0,0
"1403",44.582851,"normal",1,0,13,25,2376.2925,46,1,"Zuid/West",0,0,10,1,1
"1404",64.732353,"never",4,0,16.5,9,6260.4697,48,0,"Zuid/West",0,0,7,0,0
"1405",27.759727,"normal",1,0,6,19,5105.7588,30,1,"Zuid/West",0,0,9,0,1
"1406",16.990399,"normal",2,0,11.5,24,7102.834,47,1,"Zuid/West",0,0,6,0,0
"1407",47.665588,"never",1,0,16.5,26,5907.4272,37,1,"Zuid/West",0,0,14,1,0
"1408",0.45565999,"never",1,0,11.5,26,5827.937,48,1,"Zuid/West",1,0,0,1,0
"1409",28.694069,"normal",2,0,10,24,4774.3662,51,1,"Zuid/West",1,0,0,1,0
"1410",27.005077,"normal",2,1,10,17,6269.5596,45,1,"Zuid/West",1,0,26,0,0
"1411",42.742283,"never",1,0,11.5,26,5453.3354,60,1,"Zuid/West",0,0,0,1,0
"1412",16.314099,"normal",2,0,16.5,24,8191.6606,37,1,"Zuid/West",1,0,23,1,0
"1413",33.412884,"normal",2,0,6,26,5138.0859,40,1,"Zuid/West",1,0,14,1,0
"1414",66.880852,"normal",2,0,16.5,26,5439.9785,37,1,"Zuid/West",0,0,0,1,0
"1415",17.385592,"never",1,0,15,1,10277.918,28,0,"Zuid/West",1,0,26,0,0
"1416",7.8324113,"normal",1,0,11.5,16,3681.4402,41,0,"Zuid/West",0,0,5,1,0
"1417",34.44495,"normal",2,0,13,26,5581.7437,50,1,"Zuid/West",0,0,0,1,0
"1418",1,"normal",2,0,15,26,5605.7642,45,1,"Zuid/West",0,0,0,1,0
"1419",7.9029608,"normal",2,0,NA,26,2931.7332,41,1,"Centrum/Oost",0,1,0,1,0
"1420",5.1849985,"normal",4,1,10,4,108.02,41,0,"Centrum/Oost",1,1,5,0,1
"1421",32.686668,"normal",4,0,10,18,9494.2021,46,1,"Centrum/Oost",0,0,14,0,1
"1422",74.421761,"normal",3,0,6,26,6509.1758,30,1,"Centrum/Oost",0,0,25,1,1
"1423",21.976429,"normal",2,0,15,26,0,49,1,"Centrum/Oost",1,0,0,1,0
"1424",7.5074534,"normal",1,0,16.5,0,6998.8154,28,0,"Centrum/Oost",1,0,20,0,1
"1425",38.667614,"normal",4,0,15,3,6403.5625,30,0,"Centrum/Oost",1,0,15,0,1
"1426",1,"normal",1,0,16.5,11,25833.32,35,0,"Centrum/Oost",0,0,23,0,1
"1427",12.300626,"normal",4,0,6,26,4628.3882,30,1,"Centrum/Oost",0,0,0,1,1
"1428",26.739073,"normal",1,0,15,26,6422.1021,30,1,"Centrum/Oost",0,0,9,1,0
"1429",46.113773,"normal",4,1,13,24,6755.8203,47,1,"Centrum/Oost",1,0,5,1,1
"1430",6.9676681,"normal",4,0,NA,0,1436.0048,60,0,"Centrum/Oost",1,0,26,0,1
"1431",5.303319,"normal",1,1,6,26,3644.908,39,1,"Centrum/Oost",1,1,0,1,1
"1432",1.76832062,"normal",4,0,11.5,26,8465.3496,31,1,"Centrum/Oost",1,0,11,1,1
"1433",29.153702,"normal",1,0,10,26,4935.0728,39,1,"Centrum/Oost",0,0,0,1,0
"1434",34.746895,"normal",1,0,13,2,14038.091,28,0,"Centrum/Oost",0,0,26,0,1
"1435",1,"normal",1,1,10,0,0,50,0,"Centrum/Oost",0,1,0,0,0
"1436",41.208984,"normal",1,0,15,24,6191.1855,48,1,"Centrum/Oost",1,0,0,1,1
"1437",39.035244,"normal",2,0,15,0,11103.075,31,0,"Centrum/Oost",1,0,26,0,0
"1438",1,"normal",1,0,16.5,26,6887.7407,63,1,"Centrum/Oost",0,0,0,1,0
"1439",27.917791,"normal",2,0,10,4,7730.1382,32,0,"Centrum/Oost",1,0,25,0,0
"1441",0.960153367,"normal",4,0,13,26,6062.5884,49,1,"Centrum/Oost",0,0,6,1,0
"1443",1.98675996,"normal",1,0,11.5,26,5453.4956,59,1,"Centrum/Oost",0,0,0,1,0
"1444",1,"normal",1,0,15,14,7559.1064,37,1,"Centrum/Oost",1,0,16,0,1
"1445",40.604397,"normal",1,0,13,12,5927.7275,44,0,"Centrum/Oost",0,0,25,0,0
"1446",26.766895,"normal",1,1,13,26,3644.908,52,1,"Centrum/Oost",0,1,0,1,1
"1447",64.532845,"never",1,0,11.5,5,23663.83,29,0,"Zuid/West",0,0,25,0,0
"1448",1,"normal",4,0,15,0,0,28,0,"Zuid/West",1,0,0,0,1
"1449",1.29429579,"normal",2,0,15,26,4660.2573,47,1,"Zuid/West",0,0,0,1,0
"1450",14.473047,"normal",4,0,13,3,6880.9502,32,0,"Zuid/West",0,0,25,0,0
"1451",28.52282,"normal",3,0,10,26,5703.9116,30,1,"Zuid/West",0,0,2,1,0
"1452",3.1997201,"normal",3,0,11.5,13,7918.8462,28,1,"Zuid/West",0,0,14,0,0
"1453",37.136177,"never",1,0,15,0,0,58,0,"Zuid/West",1,0,0,0,0
"1454",22.135189,"normal",4,0,11.5,0,0,43,0,"Zuid/West",1,0,0,0,0
"1455",32.042755,"never",1,0,11.5,16,7005.3823,37,1,"Zuid/West",0,0,12,0,0
"1456",48.924053,"normal",2,0,11.5,18,7573.9756,37,1,"Zuid/West",1,0,16,0,0
"1457",30.988298,"never",3,0,16.5,12,1834.6173,46,0,"Zuid/West",0,0,0,0,0
"1458",21.468782,"never",3,0,15,23,4906.4565,31,1,"Zuid/West",0,0,0,1,0
"1459",9.1952629,"normal",4,0,11.5,0,0,32,0,"Zuid/West",0,0,0,0,0
"1460",28.491755,"never",3,0,10,26,4548.9214,33,1,"Zuid/West",0,0,0,1,0
"1461",9.8375511,"never",3,0,11.5,26,4648.7056,41,1,"Zuid/West",0,0,0,1,0
"1462",0,"never",3,0,13,26,5514.8936,47,1,"Zuid/West",0,0,0,1,0
"1463",25.90695,"never",3,0,13,9,2809.8074,55,0,"Zuid/West",0,0,0,0,0
"1464",44.063381,"never",3,0,11.5,26,6132.353,34,1,"Zuid/West",1,0,4,1,0
"1466",35.036232,"normal",4,0,11.5,0,21079.281,30,0,"Zuid/West",0,0,22,0,1
"1467",41.638676,"normal",3,1,13,26,7341.4199,33,1,"Zuidoost",1,0,5,1,0
"1468",37.361191,"normal",3,1,10,0,7867.4546,40,0,"Zuidoost",1,0,26,0,1
"1469",64.649731,"normal",3,0,15,26,6305.583,44,1,"Zuidoost",1,0,10,1,0
"1470",1,"normal",3,0,10,26,4647.6191,57,1,"Zuidoost",1,0,0,1,1
"1471",2.7673862,"normal",3,0,6,26,4903.9424,51,1,"Zuidoost",0,0,0,1,0
"1472",34.796566,"normal",3,0,13,26,4632.0117,30,1,"Zuidoost",0,0,0,1,0
"1473",83.823837,"normal",2,0,10,7,9811.5,37,0,"Zuidoost",0,1,15,0,1
"1474",32.672338,"normal",3,0,11.5,22,4747.2134,33,1,"Zuidoost",0,0,0,1,1
"1475",40.593769,"normal",3,0,11.5,0,6809.9014,28,0,"Zuidoost",1,0,26,0,0
"1476",57.550102,"never",1,0,15,16,11718.103,28,1,"Zuidoost",0,0,10,0,1
"1477",1,"normal",2,1,13,26,6847.1191,34,1,"Zuidoost",1,0,0,1,0
"1478",1,"normal",3,0,10,17,3528.4644,53,1,"Zuidoost",1,0,0,0,0
"1479",37.420788,"never",1,0,15,26,24905.021,43,1,"Zuidoost",0,0,20,1,0
"1480",21.069254,"never",1,0,NA,3,368.59866,40,0,"Zuidoost",0,0,0,0,0
"1482",38.024651,"normal",3,1,13,26,7003.5488,46,1,"Zuidoost",1,0,26,1,0
"1483",1,"normal",3,0,15,26,6486.1626,37,1,"Zuidoost",1,0,0,1,0
"1484",31.246092,"normal",2,0,10,26,3990.854,28,1,"Zuidoost",1,0,0,1,1
"1485",39.738125,"normal",3,1,10,26,9958.8779,34,1,"Zuidoost",1,0,25,1,0
"1486",11.497761,"normal",2,0,11.5,2,12634.703,31,0,"Zuidoost",1,0,23,0,0
"1487",21.248587,"normal",3,0,11.5,26,5420.6694,31,1,"Zuidoost",0,0,0,1,0
"1488",35.372631,"normal",3,0,13,22,5319.4595,29,1,"Zuidoost",1,0,0,1,1
"1489",31.183775,"normal",3,0,10,26,5624.4106,28,1,"Zuidoost",0,0,22,1,1
"1490",1,"normal",2,0,6,0,0,57,0,"Zuidoost",0,0,0,0,1
"1491",35.167324,"normal",3,0,16.5,22,4299.5288,29,1,"Zuidoost",1,0,4,1,0
"1492",1,"normal",3,0,10,0,0,33,0,"Zuidoost",1,0,0,0,1
"1493",34.742592,"normal",3,1,10,0,8656.7148,35,0,"Zuidoost",1,0,26,0,0
"1494",42.78661,"never",1,0,6,26,5575.0664,38,1,"Zuidoost",0,0,0,1,0
"1495",45.946472,"normal",3,0,10,0,10111.49,28,0,"Zuidoost",0,0,25,0,1
"1496",3.0861695,"normal",3,0,13,26,4931.2568,28,1,"Zuidoost",0,0,5,1,0
"1497",58.484592,"normal",3,0,13,7,10180.763,35,0,"Zuidoost",0,0,23,0,1
"1498",40.441303,"normal",2,0,10,26,7222.0557,51,1,"Zuidoost",1,0,2,1,0
"1499",26.905102,"normal",2,0,6,0,0,55,0,"Zuidoost",0,0,0,0,1
"1500",1,"normal",2,0,6,26,5439.2676,54,1,"Zuidoost",0,0,0,1,0
"1502",1,"normal",3,0,10,26,2248.4541,30,1,"Zuidoost",0,0,0,1,1
"1503",12.590322,"normal",2,0,NA,0,0,32,0,"Zuidoost",1,0,0,0,1
"1504",31.582253,"normal",3,0,15,22,13450.146,41,1,"Zuidoost",0,0,6,0,0
"1505",84.20153,"normal",2,0,10,7,8801.0713,37,0,"Zuidoost",0,1,18,0,1
"1506",14.249667,"normal",2,0,10,11,1780.0575,30,0,"Zuidoost",0,0,0,1,1
"1507",40.049576,"normal",3,0,13,26,4697.0317,30,1,"Zuidoost",0,0,2,1,0
"1508",3.8960457,"normal",4,0,10,26,5405.6128,49,1,"Zuidoost",1,0,0,1,0
"1509",56.819855,"normal",2,1,13,0,5894.1943,34,0,"Zuidoost",1,0,26,0,1
"1510",6.0088973,"normal",4,0,13,15,8711.8828,42,1,"Zuid/West",1,0,26,0,0
"1511",55.277691,"normal",3,0,13,26,4727.6831,37,1,"Zuid/West",1,0,0,1,0
"1512",31.977001,"never",1,0,11.5,26,6686.0947,54,1,"Zuid/West",1,0,0,1,0
"1513",30.727789,"never",1,0,13,0,8499.1963,31,0,"Zuid/West",0,0,26,0,0
"1514",39.402336,"normal",2,0,11.5,26,8040.1592,35,1,"Zuid/West",0,0,5,1,0
"1515",60.071636,"never",4,0,11.5,0,5432.7324,37,0,"Zuid/West",0,0,4,0,1
"1516",21.148054,"never",1,0,15,25,8592.9551,55,1,"Zuid/West",1,0,19,0,0
"1517",17.599228,"never",1,0,15,17,6155.3872,36,1,"Zuid/West",1,0,26,0,0
"1518",14.317212,"normal",1,0,16.5,20,5029.4878,30,1,"Centrum/Oost",1,0,0,0,0
"1519",1.80446804,"normal",2,0,13,26,6435.8486,45,1,"Centrum/Oost",0,0,14,1,0
"1520",38.004974,"never",2,0,13,26,4206.04,32,1,"Centrum/Oost",0,0,0,1,0
"1521",5.2963343,"normal",1,0,10,24,5004,43,1,"Centrum/Oost",1,0,26,1,0
"1522",31.628717,"never",2,0,10,26,9800.6191,34,1,"Centrum/Oost",0,0,0,1,0
"1523",13.613755,"normal",1,0,16.5,5,4137.0464,28,0,"Centrum/Oost",0,0,8,0,0
"1524",7.7233381,"never",3,1,13,0,0,43,0,"Centrum/Oost",1,0,0,0,0
"1525",15.918807,"never",2,0,15,23,4847.5566,28,1,"Centrum/Oost",0,0,0,0,0
"1526",2.1497918,"normal",2,0,NA,3,11147.823,31,0,"Centrum/Oost",1,0,24,0,0
"1527",38.342239,"normal",2,0,15,14,9564.8838,35,1,"Centrum/Oost",0,0,14,0,1
"1528",0.8448315,"normal",1,0,13,26,5457.5503,58,1,"Centrum/Oost",0,0,0,1,1
"1529",45.186493,"never",3,0,10,21,3728.7637,33,1,"Centrum/Oost",0,0,2,1,0
"1530",29.243385,"normal",2,0,16.5,26,4363.7339,34,1,"Centrum/Oost",0,0,5,1,0
"1531",5.2541466,"never",3,0,15,26,6338.2476,28,1,"Centrum/Oost",0,0,26,1,0
"1532",12.518099,"normal",1,0,13,14,10082.152,49,1,"Centrum/Oost",0,0,14,0,1
"1533",37.180893,"normal",2,0,NA,4,7550.0518,31,0,"Centrum/Oost",1,0,25,0,1
"1534",38.51239,"normal",2,0,10,25,7491.9937,37,1,"Centrum/Oost",0,1,0,1,0
"1535",38.129715,"normal",2,0,11.5,26,5911.0962,40,1,"Centrum/Oost",0,0,5,1,0
"1536",1.036309998,"normal",1,0,11.5,0,0,28,0,"Centrum/Oost",0,0,0,0,1
"1537",23.087433,"normal",1,0,NA,0,0,44,0,"Centrum/Oost",1,0,0,0,1
"1538",45.896568,"normal",2,0,6,26,7741.7729,28,1,"Centrum/Oost",0,0,24,1,0
"1539",1,"normal",1,0,13,26,7387.7583,34,1,"Centrum/Oost",1,0,0,1,0
"1540",37.945946,"normal",2,0,15,6,1207.4979,49,0,"Centrum/Oost",0,0,0,0,0
