"","suminc_before_application","default_option","quarter_ofyear","children","years_education","totweeksbenefits26","totincome26","age","benefits_wk13","location","female","partner","totweekswage26","benefits_wk26","searchperiod"
"1",5.5640898,"normal",1,0,10,23,4650.9971,34,1,"Centrum/Oost",0,0,0,0,1
"2",1,"normal",3,0,15,26,6573.1543,31,1,"Centrum/Oost",1,0,0,1,0
"3",14.32915,"normal",3,0,16.5,0,3115.7368,30,0,"Centrum/Oost",0,0,19,0,1
"4",1.43457386,"normal",2,0,15,26,5577.7534,47,1,"Centrum/Oost",1,0,0,1,1
"5",50.355732,"normal",1,0,15,21,6606.7549,40,1,"Centrum/Oost",0,0,26,0,0
"6",45.143379,"normal",1,0,13,22,6213.291,32,1,"Centrum/Oost",0,0,0,1,0
"7",1,"normal",2,0,13,26,5417.7837,42,1,"Centrum/Oost",1,0,0,1,0
"8",28.149,"normal",1,1,10,26,8045.8687,28,1,"Centrum/Oost",1,0,13,1,0
"9",54.89716,"normal",1,0,6,26,5205.2554,54,1,"Centrum/Oost",0,0,0,1,0
"10",51.796326,"normal",3,0,15,26,7771.3755,28,1,"Centrum/Oost",1,0,2,1,1
"11",8.3562999,"normal",3,0,11.5,11,10929.94,28,1,"Centrum/Oost",0,0,23,0,1
"12",43.139885,"normal",3,0,13,0,7638.3125,29,0,"Centrum/Oost",0,0,23,0,1
"13",8.168819,"normal",3,0,15,0,506.57706,55,0,"Centrum/Oost",0,0,5,0,0
"14",55.820496,"normal",2,0,16.5,26,5886.3755,49,1,"Centrum/Oost",0,0,0,1,0
"15",45.229103,"normal",2,0,11.5,5,7945.395,28,0,"Centrum/Oost",0,0,24,1,0
"16",64.982555,"normal",1,0,13,0,6691.8242,56,0,"Centrum/Oost",0,0,26,0,1
"17",1,"normal",2,0,6,26,9759.6064,51,1,"Centrum/Oost",0,0,11,1,0
"18",59.177151,"normal",2,0,15,22,6721.4761,28,1,"Centrum/Oost",1,0,0,1,1
"19",1,"normal",1,0,13,22,4580.1636,48,1,"Centrum/Oost",0,0,6,1,1
"20",24.408449,"normal",1,0,10,17,8051.8892,34,1,"Centrum/Oost",1,0,22,0,1
"21",82.431984,"normal",1,0,15,0,12389.109,34,0,"Centrum/Oost",0,0,25,0,1
"22",55.293953,"normal",1,0,16.5,0,2484.5317,31,0,"Centrum/Oost",1,0,15,0,1
"23",20.620394,"normal",2,0,6,0,3822.9399,36,0,"Centrum/Oost",0,0,26,0,0
"24",21.869247,"normal",2,0,15,25,5493.9624,45,1,"Centrum/Oost",1,0,0,1,0
"25",22.306677,"normal",1,0,15,26,5576.2334,47,1,"Centrum/Oost",1,0,0,1,1
"26",7.7529941,"normal",2,0,11.5,26,5543.7842,29,1,"Zuid/West",0,0,0,1,0
"27",15.53404,"normal",1,0,10,26,3519.79,50,1,"Centrum/Oost",0,0,26,1,1
"28",65.449562,"normal",2,0,15,26,5818.2148,46,1,"Centrum/Oost",0,0,0,1,0
"29",1.044200636,"normal",3,0,11.5,6,2064.6838,47,0,"Centrum/Oost",0,1,7,0,0
"30",1,"normal",2,0,13,26,5587.0176,59,1,"Centrum/Oost",0,0,0,1,0
"31",22.781271,"normal",1,0,NA,9,10371.852,33,0,"Centrum/Oost",1,0,18,0,1
"32",4.8879237,"normal",2,0,15,26,5432.1343,50,1,"Centrum/Oost",0,0,0,1,0
"33",11.206498,"normal",2,0,16.5,16,2761.7,35,1,"Centrum/Oost",1,0,0,0,1
"34",48.78957,"normal",1,1,15,20,9748.3379,55,1,"Centrum/Oost",1,0,18,0,1
"35",12.4404,"normal",2,0,10,0,1389.1598,28,0,"Centrum/Oost",0,0,7,0,1
"36",27.066483,"normal",3,0,13,0,8077.3496,36,0,"Centrum/Oost",0,0,26,0,1
"37",16.588135,"normal",3,1,NA,6,10401.783,29,0,"Centrum/Oost",1,0,26,0,0
"38",34.820663,"normal",3,1,13,26,7940.7036,51,1,"Centrum/Oost",1,0,26,1,0
"39",20.21867,"normal",2,1,13,26,6296.6475,58,1,"Centrum/Oost",1,1,26,1,1
"40",42.42292,"normal",3,1,6,26,5812.6216,38,1,"Centrum/Oost",1,0,0,1,0
"41",44.491608,"normal",1,0,NA,26,86.358421,28,1,"Centrum/Oost",0,0,0,1,1
"42",37.330727,"normal",2,1,10,26,2258.4814,61,1,"Centrum/Oost",0,1,0,1,0
"43",22.414158,"normal",3,0,11.5,26,5627.8228,30,1,"Zuid/West",1,0,0,1,1
"45",40.001614,"normal",1,0,NA,26,7650.2715,43,1,"Zuid/West",0,1,0,1,1
"46",32.686012,"never",2,0,11.5,26,0,40,1,"Zuid/West",1,0,0,1,0
"47",14.317001,"never",2,0,10,26,5096.9521,34,1,"Zuid/West",0,0,4,1,0
"48",27.044199,"normal",4,0,11.5,26,5559.5049,42,1,"Zuid/West",0,0,0,1,0
"49",3.5766518,"never",2,0,16.5,26,6127.3472,29,1,"Zuid/West",1,0,26,1,0
"50",29.275593,"normal",4,0,10,25,4636.7236,32,1,"Zuid/West",0,0,0,1,1
"51",4.0292296,"never",2,1,15,19,5369.5015,53,1,"Zuid/West",0,1,0,0,0
"52",26.879372,"never",3,1,6,25,8699.8838,49,1,"Zuid/West",0,1,26,1,0
"53",10.5507555,"normal",1,0,13,26,6057.2944,28,1,"Zuid/West",0,0,14,1,1
"54",34.805805,"never",4,0,16.5,20,6643.7827,35,1,"Zuid/West",0,0,9,0,0
"55",24.044775,"never",4,0,11.5,26,4761.936,61,1,"Zuid/West",0,0,0,1,0
"56",19.540892,"normal",3,0,16.5,0,4338.8628,46,0,"Zuid/West",1,0,26,0,0
"58",22.261816,"normal",3,1,10,23,4412.3423,49,1,"Zuid/West",1,0,0,1,0
"59",75.598366,"never",4,0,13,7,1388.062,39,0,"Zuid/West",0,0,0,0,0
"60",33.479424,"never",4,0,10,23,4864.8364,29,1,"Zuid/West",0,0,0,0,0
"61",17.813316,"normal",3,0,11.5,17,8722.9658,51,1,"Zuid/West",0,0,22,0,0
"62",36.375835,"never",4,0,15,20,5487.8286,31,1,"Zuid/West",0,0,24,0,0
"63",43.670998,"never",4,0,6,13,10518.574,33,1,"Zuid/West",0,0,15,0,0
"64",37.333076,"normal",4,0,15,25,7911.4214,30,1,"Zuid/West",1,0,26,0,0
"65",22.559067,"normal",1,0,13,26,7383.2422,28,1,"Zuid/West",0,0,0,1,1
"66",70.033127,"normal",2,0,16.5,1,12557.25,37,0,"Zuid/West",1,0,0,0,0
"67",33.475002,"normal",1,0,6,26,5459.6685,37,1,"Zuid/West",1,0,0,1,1
"68",43.912804,"never",2,0,13,26,5430.0601,37,1,"Zuid/West",0,0,0,1,0
"70",12.122882,"never",3,0,16.5,7,2652.2886,30,0,"Zuid/West",0,0,14,0,0
"71",37.160583,"normal",2,0,10,0,17429.543,37,0,"Zuid/West",0,0,26,0,0
"72",41.296581,"never",3,0,10,26,5359.7144,31,1,"Zuid/West",0,0,0,1,1
"74",3.2302606,"never",3,0,6,0,0,53,0,"Zuid/West",1,0,0,0,0
"75",22.864109,"normal",2,0,13,26,5563.0742,36,1,"Zuid/West",1,0,0,1,1
"76",34.063595,"never",3,0,6,26,4629.5347,35,1,"Zuid/West",0,0,0,1,0
"77",63.417961,"normal",2,0,16.5,14,2400.1809,36,1,"Zuid/West",0,0,0,0,0
"78",0,"never",3,0,16.5,4,10990.842,30,0,"Zuid/West",1,0,23,0,0
"79",77.48642,"never",4,0,16.5,23,6514.833,28,1,"Zuid/West",1,0,4,0,0
"80",14.649375,"normal",2,0,15,0,0,51,0,"Zuid/West",1,0,0,0,1
"81",37.694366,"normal",2,0,10,26,5488.791,52,1,"Zuid/West",0,0,0,1,0
"82",38.377285,"never",4,0,11.5,5,1079.5995,32,0,"Zuid/West",0,0,0,0,0
"83",32.432877,"never",4,0,10,15,6421.7744,30,1,"Zuid/West",0,0,8,0,0
"84",36.392971,"never",3,0,6,8,9839.1543,31,0,"Zuid/West",0,0,26,0,0
"85",4.7249455,"never",3,0,13,0,809.32117,48,0,"Zuid/West",0,0,15,0,0
"86",22.527773,"normal",2,0,13,26,5185.106,46,1,"Zuid/West",0,0,0,1,1
"87",3.1036398,"never",3,1,6,0,0,60,0,"Zuid/West",0,1,0,0,0
"88",13.900561,"never",2,0,16.5,0,74.941254,46,0,"Zuid/West",0,0,7,0,1
"90",28.25083,"never",4,0,6,18,3817.3345,46,1,"Zuid/West",1,0,0,0,0
"91",38.914982,"never",4,0,13,4,6683.918,28,0,"Zuid/West",0,0,24,0,0
"92",13.208473,"never",4,0,6,26,4886.3877,35,1,"Zuid/West",0,0,2,1,0
"93",10.9247999,"normal",1,0,16.5,0,4255.4282,37,0,"Zuid/West",0,0,18,0,1
"94",36.344154,"normal",2,0,16.5,26,5560.3047,43,1,"Zuid/West",1,0,0,1,0
"95",11.06571,"never",4,0,13,0,0,31,0,"Zuid/West",0,0,0,0,0
"97",7.18995,"normal",4,1,13,26,7711.8315,34,1,"Nieuw-West",0,0,0,1,0
"98",36.273323,"normal",2,0,15,12,10904.584,28,0,"Zuid/West",0,0,18,1,0
"100",82.358154,"normal",2,0,16.5,7,2666.6687,37,0,"Zuid/West",1,0,3,0,0
"101",46.623215,"never",3,0,15,11,12077.659,28,0,"Zuid/West",0,0,16,0,0
"102",45.341774,"never",1,0,15,6,8230.6758,45,0,"Zuid/West",1,0,23,0,0
"103",5.6844254,"never",1,0,15,22,4700.7314,45,1,"Zuid/West",0,0,0,0,0
"104",7.131577,"normal",2,0,16.5,26,4805.2705,54,1,"Zuid/West",0,0,0,1,0
"105",55.139088,"normal",2,0,13,6,13837.121,47,0,"Zuid/West",1,0,20,0,0
"106",5.2724514,"never",4,0,16.5,10,6710.2627,30,0,"Zuid/West",1,0,17,0,1
"107",34.969154,"never",4,0,16.5,0,5456.4443,33,0,"Zuid/West",0,0,22,0,1
"108",31.102921,"never",1,1,15,0,8854.7412,54,0,"Zuid/West",1,0,14,0,0
"109",22.01515,"normal",1,0,15,26,5919.8013,31,1,"Zuid/West",0,0,5,1,0
"110",53.035347,"never",4,0,13,8,9964.5205,48,0,"Zuid/West",0,0,14,0,0
"111",18.674093,"never",4,0,16.5,0,7176.458,35,0,"Zuid/West",1,0,26,0,1
"112",26.803976,"never",2,0,13,26,4776.2222,30,1,"Zuid/West",0,0,0,1,0
"113",31.04216,"never",3,0,11.5,26,6565.4297,47,1,"Zuid/West",0,0,6,1,0
"114",35.685032,"normal",1,0,6,25,7944.2373,41,1,"Zuid/West",0,0,12,0,1
"115",0.48530409,"never",3,0,6,26,4405.3887,40,1,"Zuid/West",0,0,0,1,1
"116",41.846348,"never",4,0,13,12,4514.5596,49,0,"Zuid/West",0,0,12,0,0
"117",1,"normal",1,0,10,26,5795.2026,42,1,"Zuid/West",0,0,0,1,1
"118",46.877949,"never",4,0,13,26,4286.7754,31,1,"Zuid/West",1,0,0,1,0
"119",30.800444,"normal",1,0,6,26,7218.4639,50,1,"Zuid/West",0,0,5,1,1
"120",16.199621,"never",3,0,16.5,26,5009.7217,56,1,"Zuid/West",0,0,0,1,0
"121",34.087791,"never",2,0,15,3,635.17993,33,0,"Zuid/West",1,0,5,0,0
"123",61.322376,"never",4,0,15,26,5357.1431,41,1,"Zuid/West",1,0,0,1,0
"124",43.049923,"never",4,0,13,26,11309.09,28,1,"Zuid/West",1,0,26,1,0
"125",43.186714,"never",3,0,15,18,4853.9165,44,1,"Zuid/West",1,0,11,0,0
"126",71.321754,"normal",1,0,11.5,2,17895.566,37,0,"Zuid/West",0,0,26,0,1
"127",56.679771,"never",4,1,15,26,6482.7256,38,1,"Zuid/West",1,0,0,1,0
"128",0,"never",4,0,10,26,5549.4341,44,1,"Zuid/West",0,0,0,1,0
"129",16.905979,"never",4,0,16.5,8,7918.9697,31,0,"Zuid/West",0,0,18,0,0
"130",40.658508,"never",4,0,15,19,6980.2793,49,1,"Zuid/West",0,0,9,0,0
"131",46.893841,"normal",4,0,13,26,5000.168,42,1,"Zuid/West",0,0,0,1,0
"132",45.895561,"normal",4,0,10,24,5075.8906,30,1,"Zuidoost",1,0,0,1,0
"133",58.374214,"normal",4,0,10,16,4740.7627,43,1,"Zuidoost",0,0,13,0,0
"134",43.719276,"normal",4,0,6,8,9037.46,40,0,"Zuidoost",0,0,17,0,0
"135",1,"normal",4,0,13,26,2896.3044,55,1,"Zuidoost",1,0,0,1,0
"136",46.060318,"normal",4,1,13,26,8064.5918,28,1,"Zuidoost",1,0,6,1,0
"137",40.972885,"normal",4,0,10,26,5842.8447,35,1,"Zuidoost",0,0,9,1,0
"138",43.255714,"normal",4,0,13,20,7556.6187,32,1,"Zuidoost",0,0,11,0,0
"140",47.608364,"normal",4,0,6,11,6363.1025,29,0,"Zuid/West",0,0,12,0,0
"141",0.062390007,"never",3,0,6,25,7413.3037,38,1,"Zuid/West",0,0,0,0,0
"142",33.833031,"normal",4,0,10,26,4605.4448,37,1,"Zuid/West",0,0,9,1,0
"143",11.448378,"never",3,0,6,26,5186.9683,40,1,"Zuid/West",1,0,26,1,0
"145",28.854174,"normal",1,0,13,26,5957.688,30,1,"Zuid/West",0,0,11,1,0
"146",12.301017,"normal",4,0,16.5,23,10399.924,38,1,"Zuid/West",0,0,14,0,0
"147",26.967768,"never",3,0,10,8,8299.3809,37,0,"Zuid/West",1,0,26,0,1
"148",55.505764,"normal",4,0,16.5,2,13631.676,37,0,"Zuid/West",0,0,23,0,0
"149",38.547073,"normal",4,0,11.5,26,11535.393,44,1,"Zuid/West",0,0,22,1,0
"150",42.436966,"never",3,1,13,23,6974.6602,28,1,"Zuid/West",1,0,0,1,0
"151",66.753464,"normal",2,0,10,26,4430.2134,34,1,"Nieuw-West",0,0,4,1,0
"152",32.518227,"normal",2,0,10,23,6436.2788,36,1,"Nieuw-West",0,0,0,1,0
"154",37.503384,"normal",2,0,10,20,5681.1309,30,1,"Nieuw-West",0,0,11,0,1
"155",22.379074,"normal",3,1,10,26,6559.1802,30,1,"Nieuw-West",1,0,6,1,1
"156",37.924526,"normal",3,0,15,20,6793.8628,43,1,"Nieuw-West",1,0,26,1,1
"157",1.51666307,"normal",2,0,15,7,15122.916,48,0,"Nieuw-West",1,0,20,0,0
"158",29.748981,"normal",1,0,10,26,5423.9077,45,1,"Nieuw-West",0,0,26,1,1
"159",16.914657,"normal",3,0,13,21,6356.9385,33,1,"Nieuw-West",1,0,26,1,1
"160",16.825475,"normal",2,0,15,25,7829.8237,30,1,"Nieuw-West",0,1,0,1,1
"161",21.060354,"normal",1,0,16.5,26,5453.4956,40,1,"Nieuw-West",0,0,0,1,1
"162",29.107979,"normal",3,0,10,26,5665.1699,40,1,"Nieuw-West",0,0,0,1,1
"163",1.75196689,"normal",1,0,11.5,26,5294.3901,57,1,"Zuid/West",0,0,0,1,1
"164",52.20079,"normal",3,0,10,26,5564.2798,50,1,"Nieuw-West",0,0,0,1,1
"165",38.601765,"normal",3,0,10,3,11979.842,39,0,"Nieuw-West",0,0,24,0,1
"166",1,"normal",1,0,15,0,5770.3721,33,0,"Nieuw-West",1,0,24,0,1
"167",63.172478,"normal",3,0,13,0,1964.239,56,0,"Nieuw-West",1,0,0,0,1
"168",26.469664,"never",2,1,15,11,10554.309,31,0,"Nieuw-West",1,0,16,0,0
"169",2.41216,"normal",3,0,6,0,0,43,0,"Nieuw-West",1,0,0,0,1
"170",30.286022,"normal",3,0,10,26,5366.1729,36,1,"Nieuw-West",0,0,0,1,1
"171",23.821751,"normal",2,0,13,0,20800,31,0,"Nieuw-West",0,0,0,0,0
"172",28.15123,"normal",1,0,16.5,26,5061.8843,45,1,"Nieuw-West",0,0,12,1,0
"173",25.698181,"normal",1,0,10,25,7251.625,55,1,"Nieuw-West",1,0,26,1,1
"174",42.277328,"normal",2,0,NA,2,9304.498,32,0,"Nieuw-West",1,0,26,0,1
"175",17.552,"normal",2,0,6,9,4017.3779,51,0,"Nieuw-West",0,0,26,1,0
"176",16.536273,"normal",2,0,NA,0,1396.7859,30,0,"Nieuw-West",1,0,13,0,1
"177",55.117081,"normal",3,0,6,0,13119.887,40,0,"Nieuw-West",0,1,26,0,1
"178",29.106319,"normal",2,1,6,22,9999.4961,34,1,"Nieuw-West",0,1,26,1,1
"179",21.65406,"normal",2,0,6,0,0,29,0,"Nieuw-West",0,0,0,0,1
"180",47.873787,"never",2,0,13,23,7796.0449,33,1,"Nieuw-West",0,0,10,1,1
"181",34.794834,"never",1,1,13,25,5879.1807,36,1,"Zuidoost",1,0,0,1,0
"182",35.0952,"never",3,0,6,23,4889.3477,58,1,"Zuidoost",1,0,26,1,0
"183",7.5326519,"normal",1,0,6,26,4775.7017,33,1,"Zuidoost",0,0,0,1,1
"184",30.925968,"never",4,0,10,26,4687.1724,60,1,"Zuidoost",1,0,0,1,0
"185",36.774891,"never",4,0,10,26,4750.4204,35,1,"Zuidoost",0,0,0,1,0
"186",15.460786,"normal",2,0,13,13,6502.0781,32,1,"Zuidoost",0,0,13,0,0
"187",1,"normal",2,0,10,26,5438.6294,56,1,"Zuidoost",1,0,0,1,1
"189",39.683712,"never",1,1,15,26,3786.7576,29,1,"Zuidoost",1,1,0,1,0
"190",25.891914,"normal",2,0,10,0,5834.147,55,0,"Zuidoost",0,0,26,0,0
"191",40.777782,"never",1,1,10,26,4201.3936,36,1,"Zuidoost",0,1,0,1,0
"192",0.084046505,"never",1,1,10,10,6748.0566,58,0,"Zuidoost",0,1,17,0,0
"193",33.947369,"normal",2,0,15,0,7410.0435,32,0,"Zuidoost",0,0,14,0,1
"194",18.580412,"normal",2,0,6,26,6885.2915,56,1,"Zuidoost",1,0,26,1,1
"195",39.802826,"normal",1,0,15,26,6719.3994,28,1,"Zuidoost",1,0,0,1,1
"196",25.72444,"normal",2,0,6,12,8427.3779,54,0,"Zuidoost",1,0,26,0,1
"197",49.99131,"normal",1,1,10,26,5886.9297,36,1,"Zuidoost",1,0,0,1,1
"198",9.6099997,"normal",1,0,6,26,5604.1724,35,1,"Zuidoost",1,0,14,1,1
"199",70.235985,"normal",1,0,13,18,7738.3989,29,1,"Zuidoost",1,0,20,0,1
"200",22.953005,"never",4,0,13,19,7519.3955,29,1,"Zuidoost",0,0,7,0,0
"201",1.2041821,"never",4,0,10,17,2465.8218,38,1,"Zuidoost",1,1,0,0,0
"202",79.961159,"never",1,0,10,26,4492.9458,43,1,"Zuidoost",0,0,0,1,0
"203",15.964538,"never",1,1,6,26,0,47,1,"Zuidoost",1,0,0,1,0
"204",38.988899,"never",4,0,10,25,5183.3296,31,1,"Zuidoost",0,0,0,1,0
"205",48.727089,"never",4,0,15,22,6385.0664,33,1,"Zuidoost",0,0,5,0,0
"206",20.777401,"normal",1,0,13,26,4873.603,52,1,"Zuidoost",0,0,0,1,1
"207",34.036507,"normal",1,1,10,13,9366.459,33,1,"Zuidoost",1,0,26,0,0
"208",28.428429,"never",4,1,13,0,0,31,0,"Zuidoost",1,0,0,0,0
"209",44.61919,"never",4,1,10,23,7233.1187,31,1,"Zuidoost",0,0,0,1,0
"210",3.0614123,"normal",2,1,15,0,5699.8345,28,0,"Zuidoost",1,0,9,0,1
"211",26.92116,"never",4,0,10,26,4620.686,46,1,"Zuidoost",0,0,0,1,1
"212",9.5318451,"normal",2,0,13,26,5439.3315,35,1,"Zuidoost",0,0,0,1,1
"213",27.289545,"normal",2,0,10,26,4677.4683,31,1,"Zuidoost",1,0,0,1,1
"214",38.471161,"normal",2,1,13,0,6040.7998,33,0,"Zuidoost",1,0,14,0,1
"215",10.8962116,"normal",2,0,13,9,3925.4529,51,0,"Zuidoost",1,0,19,0,1
"216",64.331558,"never",1,0,11.5,22,6678.1069,42,1,"Zuidoost",0,0,6,0,0
"217",40.828278,"normal",2,0,13,0,0,31,0,"Zuidoost",0,0,0,0,1
"218",26.889561,"never",4,0,6,24,10191.146,32,1,"Zuidoost",1,0,0,0,0
"219",0,"never",4,0,6,26,5402.7944,43,1,"Zuidoost",0,0,0,1,0
"220",1,"normal",1,0,6,13,2510.4307,53,0,"Zuidoost",0,0,0,1,1
"221",8.2504787,"normal",2,0,10,17,3278.8572,29,1,"Zuidoost",1,0,0,0,1
"222",2.2616614,"normal",2,0,15,8,1468.146,34,0,"Zuidoost",0,0,0,0,1
"223",4.7479119,"never",1,0,6,4,3870.812,31,0,"Zuidoost",1,0,18,0,0
"224",25.245111,"normal",1,0,15,26,5442.9033,32,1,"Zuidoost",0,0,0,1,1
"225",41.799477,"never",4,0,11.5,10,7192.9316,32,0,"Zuidoost",1,0,19,0,0
"226",36.446712,"normal",2,0,11.5,17,6471.8042,42,1,"Zuidoost",0,0,21,0,0
"227",54.305553,"normal",1,1,6,0,3589.8101,55,0,"Zuidoost",0,1,10,0,1
"228",20.670681,"never",4,0,6,0,0,39,0,"Zuidoost",0,0,0,0,1
"229",30.952648,"never",1,0,13,21,14073.7,31,1,"Zuidoost",1,0,7,0,0
"230",27.932941,"never",1,0,6,26,7374.2637,52,1,"Zuidoost",0,0,0,1,0
"231",12.980609,"never",4,0,13,26,5365.5347,39,1,"Zuidoost",1,0,0,1,0
"232",74.868256,"never",4,0,NA,24,5446.5581,31,1,"Zuidoost",1,0,0,1,0
"233",62.073078,"never",4,0,6,0,14156.958,45,0,"Zuidoost",0,0,24,0,0
"234",36.77652,"never",4,0,13,11,7687.7856,33,0,"Zuidoost",1,0,26,0,0
"235",43.534142,"never",1,1,10,26,0,28,1,"Zuidoost",1,0,0,1,0
"236",11.442584,"never",4,0,11.5,26,8087.959,28,1,"Zuidoost",1,0,25,1,0
"237",6.2352004,"never",4,0,13,26,4628.1509,29,1,"Zuidoost",0,0,0,1,0
"238",6.6921306,"normal",1,0,6,0,0,45,0,"Zuidoost",0,0,0,0,1
"239",35.325005,"normal",2,0,6,0,4441.9224,28,0,"Zuidoost",1,0,21,0,1
"240",28.88192,"never",4,0,6,17,2689.5408,35,1,"Zuidoost",0,1,0,0,0
"242",26.942886,"normal",2,0,10,26,5549.5576,36,1,"Zuidoost",0,0,0,1,1
"243",1,"normal",2,0,10,26,6385.7129,46,1,"Zuidoost",0,0,0,1,1
"245",18.243185,"normal",4,0,13,0,3374.7065,37,0,"Nieuw-West",0,0,23,0,1
"246",18.744511,"never",3,0,NA,0,6826.1558,44,0,"Nieuw-West",0,0,0,0,1
"247",56.660286,"normal",1,0,15,0,6526.6064,47,0,"Nieuw-West",1,0,12,0,0
"248",39.791321,"normal",4,0,6,26,5180.1899,51,1,"Nieuw-West",1,0,22,1,1
"249",7.146379,"never",3,0,16.5,26,4638.6519,30,1,"Nieuw-West",1,0,0,1,1
"250",37.054585,"normal",1,1,10,9,8965.5225,45,0,"Nieuw-West",1,0,26,0,1
"251",26.699297,"normal",4,0,13,24,5344.7422,41,1,"Nieuw-West",1,0,0,1,1
"252",1,"normal",2,0,11.5,26,4646.4648,51,1,"Nieuw-West",0,0,0,1,0
"253",25.036821,"normal",4,0,13,26,8330.0234,28,1,"Nieuw-West",1,0,26,1,0
"254",35.026272,"normal",4,0,13,17,6776.2686,35,1,"Nieuw-West",0,0,11,0,0
"255",48.256165,"normal",4,0,10,0,0,28,0,"Nieuw-West",0,0,0,0,1
"256",51.899117,"normal",4,0,15,26,5873.0972,52,1,"Nieuw-West",1,0,0,1,1
"257",47.446262,"never",3,0,10,13,9670.3984,44,1,"Nieuw-West",1,0,22,0,1
"258",20.997051,"normal",4,1,10,0,0,50,0,"Nieuw-West",1,1,0,0,1
"259",26.009668,"never",3,0,13,0,7911.7446,38,0,"Nieuw-West",1,0,0,0,1
"260",3.57844,"normal",4,0,11.5,0,5088.626,34,0,"Nieuw-West",0,0,24,0,1
"261",5.9444046,"never",3,0,6,0,5802.4678,55,0,"Nieuw-West",0,0,22,0,1
"262",3.1879702,"normal",3,0,13,26,5424.3721,51,1,"Nieuw-West",1,0,0,1,1
"263",75.118767,"normal",2,0,13,9,16009.726,42,0,"Nieuw-West",0,0,17,0,1
"264",13.598818,"normal",1,0,15,20,6273.9722,28,1,"Nieuw-West",1,0,6,0,0
"265",29.233192,"normal",4,0,13,26,4618.2925,31,1,"Nieuw-West",0,0,0,1,1
"266",32.852831,"normal",4,0,15,26,6525.9609,28,1,"Nieuw-West",0,0,26,1,1
"267",7.3299923,"normal",4,0,16.5,26,5533.2207,28,1,"Nieuw-West",0,0,10,1,1
"268",3.4429197,"normal",4,0,10,26,7235.4297,35,1,"Nieuw-West",0,0,0,1,1
"269",12.411832,"normal",4,0,13,8,9738.1973,50,0,"Nieuw-West",1,0,22,0,1
"270",1,"normal",1,0,6,26,5993.4209,36,1,"Nieuw-West",0,0,7,1,1
"271",14.727625,"never",3,0,13,26,6895.1309,33,1,"Nieuw-West",1,0,26,1,1
"272",33.582504,"normal",4,0,13,22,3958.748,35,1,"Nieuw-West",0,0,6,0,1
"273",1,"normal",4,0,6,26,6107.4604,55,1,"Nieuw-West",0,0,0,1,1
"274",5.5616283,"normal",4,0,NA,0,119.29259,28,0,"Nieuw-West",0,0,2,0,1
"275",33.192329,"normal",3,0,10,16,5301.3867,49,1,"Zuidoost",0,0,10,0,0
"276",10.0499382,"normal",4,0,15,0,1927.3046,30,0,"Zuidoost",0,0,21,0,1
"277",60.876453,"normal",4,0,13,26,7996.4316,53,1,"Zuidoost",0,0,9,1,0
"278",31.018236,"normal",4,0,13,26,4613.438,54,1,"Zuidoost",1,0,0,1,0
"279",39.800789,"normal",3,0,15,26,6945.3667,52,1,"Zuidoost",0,0,6,1,0
"280",2.321664,"normal",4,0,16.5,26,10665.781,48,1,"Zuidoost",0,0,14,1,0
"281",30.038239,"normal",3,0,10,26,7434.2212,41,1,"Zuidoost",0,0,16,1,0
"282",70.012978,"normal",4,0,13,8,15683.728,53,0,"Zuidoost",1,0,26,0,0
"283",1,"normal",4,0,16.5,26,6289.7183,29,1,"Zuidoost",0,0,20,1,1
"285",44.683594,"normal",4,0,6,25,7889.126,42,1,"Zuidoost",0,0,22,1,0
"286",54.310184,"normal",2,1,13,26,6546.29,38,1,"Zuidoost",1,0,7,1,0
"287",38.99839,"normal",4,1,10,22,5444.5371,42,1,"Zuidoost",1,1,0,1,0
"288",12.130665,"normal",4,1,13,26,5020.7559,45,1,"Zuidoost",0,1,26,1,0
"289",67.252724,"normal",4,0,13,11,6090.6328,51,0,"Zuidoost",0,0,0,0,0
"290",38.817829,"normal",3,0,10,25,4659.8027,31,1,"Zuidoost",0,0,0,1,1
"291",3.8318694,"normal",4,1,13,25,6475.6826,28,1,"Zuidoost",1,0,0,0,0
"292",45.440548,"normal",2,0,10,26,5589.3921,31,1,"Zuidoost",1,0,0,1,0
"293",34.491726,"normal",4,1,15,22,3066.4355,44,1,"Zuidoost",0,1,0,1,0
"294",11.146321,"normal",3,0,16.5,23,4659.6328,29,1,"Zuidoost",1,0,26,0,0
"295",57.581326,"normal",4,0,11.5,26,4717.6719,28,1,"Zuidoost",0,0,0,1,1
"296",33.11142,"normal",4,0,6,1,9925.2979,46,0,"Zuidoost",0,0,26,0,0
"297",13.253314,"normal",3,0,16.5,26,4775.8198,33,1,"Zuidoost",0,0,0,1,1
"298",26.924013,"normal",4,0,16.5,6,8304.8486,53,0,"Zuidoost",1,0,26,0,0
"299",45.157475,"normal",3,1,13,2,6472.1782,36,0,"Zuidoost",1,0,26,0,0
"300",0,"never",3,1,15,16,10480.781,46,1,"Zuid/West",0,0,16,0,0
"301",22.972694,"normal",2,0,16.5,14,6270.4126,41,1,"Zuid/West",0,0,26,0,0
"302",69.868103,"never",3,0,16.5,0,28554.781,32,0,"Zuid/West",1,0,26,0,1
"303",14.566083,"never",3,0,16.5,0,2189.053,35,0,"Zuid/West",0,0,25,0,1
"304",29.136232,"never",2,0,15,18,2128.7134,46,1,"Zuid/West",1,1,0,0,0
